32.727627,44.251022
32.727726,44.249958
32.727760,44.251171
32.727962,44.249767
32.727966,44.251404
32.727982,44.249607
32.728470,44.248821
32.728470,44.248821
32.728474,44.248352
32.728508,44.242687
32.728531,44.243191
32.728535,44.243675
32.728542,44.245682
32.728542,44.248363
32.728554,44.247921
32.728558,44.244389
32.728558,44.244389
32.728558,44.245922
32.728561,44.242386
32.728577,44.242928
32.728577,44.242928
32.728592,44.243866
32.728600,44.243469
32.728607,44.245064
32.728607,44.247478
32.728611,44.246441
32.728626,44.247017
32.728642,44.245415
32.728649,44.242168
32.728664,44.244587
32.728683,44.246445
32.728683,44.246445
32.728683,44.246445
32.728710,44.252277
32.728962,44.252605
32.728962,44.252605
32.728962,44.252605
32.729042,44.241524
32.729179,44.241344
32.729259,44.252975
32.729332,44.241135
32.729439,44.253174
32.729439,44.253174
32.729557,44.240917
32.729759,44.240913
32.730076,44.253796
32.730091,44.253788
32.730091,44.253788
32.730186,44.240551
32.730438,44.254093
32.730438,44.254093
32.730465,44.240376
32.730621,44.240246
32.730728,44.240051
32.730770,44.254524
32.730892,44.239594
32.730911,44.239471
32.731030,44.254814
32.731033,44.239296
32.731033,44.239296
32.731384,44.239544
32.731503,44.239632
32.731544,44.255424
32.731544,44.255424
32.731922,44.255791
32.731995,44.239994
32.732269,44.256126
32.732269,44.256126
32.732418,44.240326
32.732517,44.240402
32.732933,44.256920
32.732933,44.256920
32.732952,44.240711
32.733051,44.240795
32.733139,44.257172
32.733269,44.240959
32.733528,44.241138
32.733765,44.241287
32.733986,44.241455
32.734241,44.245018
32.734241,44.245014
32.734245,44.245022
32.734245,44.258049
32.734245,44.258049
32.734249,44.245003
32.734249,44.245007
32.734249,44.245010
32.734249,44.245041
32.734249,44.245003
32.734253,44.244991
32.734253,44.244995
32.734253,44.244995
32.734253,44.244995
32.734257,44.244995
32.734257,44.244991
32.734261,44.244991
32.734264,44.244987
32.734264,44.244984
32.734268,44.245029
32.734268,44.244984
32.734268,44.244980
32.734268,44.244980
32.734268,44.244976
32.734272,44.244972
32.734272,44.244972
32.734280,44.244972
32.734280,44.244968
32.734280,44.244972
32.734280,44.244972
32.734280,44.244972
32.734280,44.244972
32.734283,44.245022
32.734283,44.244980
32.734283,44.244938
32.734287,44.244972
32.734291,44.244968
32.734295,44.244888
32.734299,44.244907
32.734299,44.244907
32.734306,44.244873
32.734306,44.244896
32.734306,44.244999
32.734314,44.244900
32.734322,44.244919
32.734322,44.244919
32.734325,44.245033
32.734325,44.245026
32.734325,44.245026
32.734325,44.245026
32.734325,44.245026
32.734325,44.245056
32.734329,44.245010
32.734329,44.245014
32.734329,44.245014
32.734329,44.245033
32.734329,44.245033
32.734329,44.245041
32.734333,44.245010
32.734333,44.245010
32.734333,44.245010
32.734333,44.245026
32.734333,44.245026
32.734333,44.245033
32.734333,44.245033
32.734333,44.245045
32.734333,44.245045
32.734337,44.244904
32.734337,44.244904
32.734337,44.245014
32.734337,44.245041
32.734337,44.245041
32.734337,44.245041
32.734344,44.245010
32.734348,44.244896
32.734348,44.244896
32.734348,44.245010
32.734348,44.245010
32.734348,44.245010
32.734348,44.245010
32.734360,44.244896
32.734360,44.244991
32.734364,44.245010
32.734367,44.245052
32.734367,44.245052
32.734390,44.241745
32.734489,44.245007
32.734692,44.241962
32.734707,44.244705
32.734715,44.244419
32.734772,44.244335
32.734848,44.242092
32.734882,44.243965
32.734882,44.243965
32.734905,44.243675
32.734936,44.243557
32.734936,44.243557
32.734962,44.259296
32.734974,44.243183
32.735004,44.242920
32.735008,44.242920
32.735016,44.242970
32.735016,44.242973
32.735035,44.243011
32.735035,44.242878
32.735054,44.242237
32.735130,44.259674
32.735146,44.242939
32.735180,44.242573
32.735249,44.242416
32.735279,44.242413
32.735302,44.242298
32.735313,44.242699
32.735332,44.242195
32.735332,44.260006
32.735336,44.242496
32.735378,44.242115
32.735420,44.242550
32.735443,44.242100
32.735542,44.242195
32.735767,44.242348
32.735931,44.242439
32.735954,44.260712
32.736053,44.242458
32.736237,44.242588
32.736557,44.242821
32.736691,44.261253
32.736900,44.243065
32.737179,44.261829
32.737335,44.243370
32.737488,44.243488
32.737663,44.262245
32.737694,44.243637
32.737782,44.262291
32.737839,44.262226
32.737892,44.243790
32.738140,44.243973
32.738213,44.262405
32.738503,44.244225
32.738651,44.262520
32.738728,44.244373
32.738903,44.244522
32.739365,44.244850
32.739647,44.245049
32.739914,44.245251
32.740139,44.263451
32.740200,44.245457
32.740486,44.245667
32.741215,44.246227
32.741215,44.246227
32.741783,44.246632
32.742218,44.246960
32.742516,44.247181
32.742676,44.265900
32.742970,44.247498
32.743256,44.247715
32.743549,44.247929
32.743931,44.266071
32.744228,44.248432
32.744499,44.248638
32.744617,44.266167
32.744743,44.248817
32.745148,44.249084
32.745426,44.249279
32.745506,44.266476
32.745506,44.266476
32.745789,44.249535
32.745953,44.266640
32.746033,44.249676
32.746349,44.266781
32.746513,44.249916
32.746513,44.249916
32.747765,44.266479
32.747765,44.266479
32.747765,44.266479
32.747856,44.251068
32.747990,44.266376
32.748051,44.251179
32.748051,44.251179
32.748051,44.251179
32.748051,44.251179
32.748051,44.251179
32.748051,44.251179
32.748051,44.251179
32.748051,44.251179
32.748108,44.251247
32.748375,44.251450
32.748623,44.251625
32.748901,44.265999
32.748901,44.265999
32.748901,44.265999
32.748913,44.251831
32.748913,44.251831
32.749359,44.252117
32.749397,44.252186
32.749550,44.252300
32.749638,44.265736
32.749825,44.252499
32.749989,44.252613
32.751537,44.264977
32.751598,44.253773
32.751598,44.253773
32.751904,44.253998
32.752342,44.254307
32.752342,44.254307
32.752342,44.254307
32.752609,44.254509
32.752872,44.254700
32.753094,44.254864
32.753174,44.264408
32.753384,44.255070
32.753384,44.255070
32.753750,44.264164
32.753914,44.255455
32.754070,44.255569
32.754070,44.255569
32.754070,44.255569
32.754227,44.263962
32.754227,44.263962
32.754562,44.255920
32.754627,44.263783
32.755058,44.256283
32.755058,44.256283
32.755058,44.256283
32.755268,44.263527
32.755268,44.263527
32.755325,44.256477
32.755325,44.256477
32.755558,44.263409
32.755726,44.263344
32.755814,44.256828
32.755974,44.256943
32.756084,44.263206
32.756500,44.257324
32.756500,44.257324
32.756721,44.262974
32.756721,44.262974
32.756786,44.257530
32.756786,44.257530
32.757072,44.257736
32.757317,44.257912
32.757576,44.258076
32.757607,44.258125
32.757607,44.258125
32.757896,44.258305
32.758347,44.262466
32.758347,44.262466
32.758347,44.262466
32.758461,44.258739
32.758625,44.258877
